species,iucn,FSp,FUn,FUSE_no,FUSE_median,FUSE_mean,FUSE_sd,FUSE_q025,FUSE_q975,rank,perc
Abeillia_abeillei,LC,0.5447030620401917,0.11924081304377297,0.6639438750839647,0.032996481748103754,0.03516619944809693,0.01772845155950431,0.006182546130569873,0.05616610140032102,1,0.21383573041721146
Abroscopus_albogularis,LC,0.4090200639400775,0.053760106803120065,0.46278017074319755,0.021976252813912207,0.022323408597412775,0.014604266038929798,0.002415906347167478,0.040588914499139137,2,0.3734696303340069
Abroscopus_schisticeps,LC,0.36048387896204104,0.07685935889814566,0.4373432378601867,0.02618606803281771,0.02484318065445684,0.010042749881438329,0.007304382055154204,0.03896561218872262,3,0.2935932485439201
Abroscopus_superciliaris,LC,0.35778415932884783,0.06520991141742535,0.42299407074627315,0.022861544968216678,0.02100079157628766,0.01270273432299983,0.0026784172567318795,0.03689788679031365,4,0.35480803518364434
Aburria_aburri,LC,0.5856813184073804,0.21109704662219222,0.7967783650295726,0.023394335083477564,0.02532656826189558,0.015691106074534507,0.010371834072631302,0.055747439498139324,5,0.3425650778556995
Acanthagenys_rufogularis,LC,0.0497047822760483,0.08355423943763077,0.13325902171367907,0.0050809060088833295,0.00537631000257636,0.003835633641946703,7.859956878091666e-4,0.010835314626884399,6,0.9501961250445738
Acanthisitta_chloris,LC,0.4133722291240025,0.1271393818071373,0.5405116109311399,0.027769007285057646,0.027560880283696024,0.012868330798905321,0.006816208268733091,0.04036386910844075,7,0.26934506121478663
Acanthiza_apicalis,LC,0.3393016103083317,0.03137332170228026,0.37067493201061197,0.014726299614463263,0.014589403039792082,0.008818670964642561,8.863093603887959e-4,0.025503625373364834,8,0.5938428622370141
Acanthiza_chrysorrhoa,LC,0.305903923391024,0.06427364892212081,0.37017757231314485,0.018921333060409648,0.019146134085282346,0.011076703140865759,0.004121106225767765,0.032864191863837794,9,0.45108760251990965
Acanthiza_ewingii,LC,0.32206422327454315,0.07877696259444117,0.4008411858689843,0.015086014589007813,0.01540406965164822,0.008807190479456474,0.003820881835571159,0.02789728104819852,10,0.5818376322358255
Acanthiza_inornata,LC,0.3815439845561386,0.04659943110732268,0.42814341566346126,0.021577477283323,0.023047317260109827,0.010475047413242749,0.007539565875762014,0.037188674463826746,11,0.38369190538452397
Acanthiza_iredalei,LC,0.3619662712903495,0.04897303663245269,0.41093930792280214,0.021590589907021687,0.021247416320336256,0.012484838039423744,0.0030398262246931966,0.03598779941729916,12,0.3829787234042553
Acanthiza_katherina,VU,0.3227573500844854,0.04663126345820078,0.3693886135426862,0.07153539698574121,0.07676778362096554,0.019680362072049585,0.05689632375979093,0.1122208243739307,13,0.10269820515868298
Acanthiza_lineata,LC,0.3332384739576792,0.03945887457264395,0.37269734853032316,0.02429778594490946,0.024551891559848188,0.005624048002347314,0.015845748535886495,0.03293740444484854,14,0.3233091643884465
Acanthiza_murina,LC,0.299866241683552,0.08468224996445348,0.38454849164800553,0.008690343217586442,0.011709630145393736,0.00947624094482129,9.15906002751838e-4,0.029011739303548736,15,0.8294306430524189
Acanthiza_nana,LC,0.3470871605377558,0.0442615135574398,0.3913486740951956,0.014149210459852821,0.014275732236256793,0.007729983535408531,0.00493134746972789,0.028357910258257273,16,0.6119101390704862
Acanthiza_pusilla,LC,0.3327206353838353,0.030119981137425048,0.3628406165212603,0.013285167079270094,0.01485414722730622,0.005510846115911152,0.007821677469084149,0.024158777827562247,17,0.6443599191727089
Acanthiza_reguloides,LC,0.34525128352328366,0.02596197083156246,0.3712132543548461,0.02145072614423326,0.02084530326256782,0.007208095505996924,0.007828614036209998,0.02985535649676058,18,0.3869012242957328
Acanthiza_robustirostris,LC,0.346977811089984,0.042182010779164204,0.3891598218691482,0.020889075847374365,0.021034941171304618,0.009042246455868024,0.009610026798923404,0.03263253727743432,19,0.39961963627719005
Acanthiza_uropygialis,LC,0.3422558255073578,0.027409707351873393,0.36966553285923115,0.017822324763223055,0.018462873132054386,0.00925195095751252,0.006201910134566458,0.0331711864420922,20,0.48520147390942586
Acanthorhynchus_superciliosus,LC,0.27023640198256793,0.032548023587467285,0.3027844255700352,0.01080699810070852,0.012913662488475003,0.007832893844446742,0.004836720298958916,0.02639843455952492,21,0.7409960774991086
Acanthorhynchus_tenuirostris,LC,0.222758550376679,0.04533263515425451,0.2680911855309335,0.01111794930875988,0.012137389400788276,0.007030681063415912,0.002146496861688802,0.02225469631939226,22,0.7274456198740045
Acanthornis_magna,LC,0.28934169200104026,0.06648856124564236,0.3558302532466826,0.020546568363418945,0.01896067571029396,0.009234829776862616,0.0034732888778376265,0.031178735408478965,23,0.4073457743967669
Accipiter_albogularis,LC,0.37880356739477156,0.12186696334605476,0.5006705307408263,0.019162229086931878,0.019845368805511382,0.012305401704010333,0.0037318589928224868,0.037956976775891445,24,0.4427671460834423
Accipiter_badius,LC,0.2592899100796356,0.14880308993691224,0.4080930000165478,0.02444018427348485,0.02303921110020512,0.009776040912485804,0.0077339398126728826,0.03634185619119787,25,0.3211696184476406
