"species","in_M","in_L","in_D","in_C","n_spaces","category","excl_space"
"1997",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"4157",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5686",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7079",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6363",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"7238",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"5700",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"3935",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"112",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"7505",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"7504",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"4464",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3194",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"956",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5702",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"6487",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"1074",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"5698",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"8288",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"1043",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2917",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2472",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4134",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"7473",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"453",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2256",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5668",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7213",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"890",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1275",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"5155",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5569",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"2881",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4356",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"6693",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7494",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"6961",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"3556",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"1692",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"3446",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7502",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"1558",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"2075",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"8289",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"1158",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"1604",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2027",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"949",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"259",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"7241",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"3254",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1349",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1603",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3940",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"2943",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"955",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"423",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"1005",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3557",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"1062",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"176",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1694",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"2833",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6365",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"4172",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"3793",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"455",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4104",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1630",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2471",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7495",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"5117",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"2910",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"6962",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"1037",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4149",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1359",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7501",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"1048",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"1063",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1709",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3049",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1014",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"5674",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5762",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1003",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"5571",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"1705",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6829",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"7240",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"1606",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3942",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"3983",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"1480",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"7319",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1561",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"5296",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7073",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"3792",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"7668",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6298",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"3937",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"5116",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"697",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"7383",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7648",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"4176",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"38",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5719",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"7493",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"987",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2194",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"1065",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"2078",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7239",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4180",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"1285",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"6423",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"3047",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"983",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"950",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1160",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"4147",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1079",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"1164",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1706",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1032",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"5694",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3143",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1350",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"6548",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"6425",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4171",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"1704",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"6550",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"3408",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7649",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"437",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5111",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2255",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7077",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1707",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"295",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3943",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"3559",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7651",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"3558",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7503",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"2005",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4355",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1376",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7243",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"826",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5286",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"1159",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"1708",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"469",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"696",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"5580",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"4232",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"5094",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"954",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1631",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"2914",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"7665",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"1632",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"891",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4248",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2808",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"3052",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"5763",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5221",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7512",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"5653",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"5655",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"5660",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"638",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"6553",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"5068",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6361",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"657",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"5444",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4983",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4238",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"1045",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2736",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"177",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"438",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"5615",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4963",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"3053",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"1701",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2805",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"695",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"7510",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"8118",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3469",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1479",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"4390",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"44",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1562",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"2074",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7749",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"5109",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"5435",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4163",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1171",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"2803",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2030",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1076",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"3941",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"2484",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1073",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"6424",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"3683",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"6274",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4466",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5678",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5692",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6942",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"7316",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7193",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"1008",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"6940",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"7666",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"6998",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2593",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"5567",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"4181",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7748",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7412",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4836",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"6542",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"7845",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"1998",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"781",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"3948",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"7670",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7384",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2739",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6828",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7671",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2026",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2007",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2832",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4465",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"5675",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"951",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"6559",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"7747",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"5576",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"4982",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2009",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7843",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"468",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"3514",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4173",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7470",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"440",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1055",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7382",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"8320",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"3468",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"8116",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"825",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6544",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"2930",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6911",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"6562",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"8096",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2928",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4497",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"1702",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2760",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7318",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7242",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"7317",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"50",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5691",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7721",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7669",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7471",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"3451",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3456",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5122",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2795",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1184",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"3466",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"49",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7722",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"473",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4553",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7846",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5073",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6659",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"3325",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"1361",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"6893",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5290",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"2020",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4426",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"1352",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2915",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5671",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4981",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4949",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"6272",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5287",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"7761",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"2004",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"3246",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5281",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"6435",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"3148",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"6557",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"4430",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"3108",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7650",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"8110",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"953",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"1038",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2801",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"6539",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"2700",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4834",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2013",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"5568",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"8098",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"3560",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"384",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"411",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"406",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"8117",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3957",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5573",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"4980",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"2018",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2023",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"477",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7644",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2814",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"292",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4042",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2589",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1367",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4427",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"6802",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"699",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"3473",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7760",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"2031",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"6803",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6532",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"2831",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1030",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1013",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"3457",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7652",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5689",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"298",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"405",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"7194",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1082",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"7038",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2935",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3791",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"2001",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"5928",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"3467",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5061",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"8095",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"293",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1068",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7417",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4048",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3448",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5123",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1476",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5720",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"4536",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3329",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2834",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5978",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"296",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"5108",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"3850",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"3458",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2773",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"480",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"8078",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4540",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2514",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"6546",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"4500",TRUE,TRUE,TRUE,TRUE,4,"shared",NA
"7723",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4018",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"1010",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"297",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1474",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"1372",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"294",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7511",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"1053",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"341",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"6171",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"5685",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"7380",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7646",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"2796",TRUE,TRUE,FALSE,FALSE,2,"shared",NA
"402",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"5654",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"5659",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2882",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"6931",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"476",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"2590",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"7847",TRUE,FALSE,FALSE,TRUE,2,"shared",NA
"3418",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
