"species","in_M","in_L","in_D","in_C","n_spaces","category","excl_space"
"3248",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"7469",TRUE,TRUE,FALSE,TRUE,3,"shared",NA
"3472",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"126",TRUE,FALSE,TRUE,TRUE,3,"shared",NA
"4166",TRUE,FALSE,FALSE,FALSE,1,"exclusive","M"
"4367",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"4360",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"2673",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"4964",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"180",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"4369",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"4368",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"152",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"4366",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1086",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"4361",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3308",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4359",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2168",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2171",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4362",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4363",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1152",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5594",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5596",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6654",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"6655",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"6656",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6651",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"6645",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2817",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"218",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"322",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"321",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2354",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"1516",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1990",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"1149",FALSE,TRUE,TRUE,FALSE,2,"shared",NA
"404",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3600",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"304",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6482",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3602",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3967",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6644",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6646",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"410",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"8053",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"853",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"6652",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6561",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1090",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"299",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5216",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"6531",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6549",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"396",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6537",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6536",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6551",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7713",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"694",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1861",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6648",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6650",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1089",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"1061",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"2664",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6547",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"6653",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"8055",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"3026",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"1151",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"400",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"8093",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"253",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"248",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"859",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"849",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"1026",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4329",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"2355",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"4143",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7198",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2357",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5541",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"324",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"854",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3043",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5407",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3608",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5434",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6649",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6543",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1020",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2356",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"5408",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"850",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"247",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5023",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"6556",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5410",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7196",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"249",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1091",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"5548",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6535",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"194",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"250",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"848",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3601",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"399",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4336",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"852",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2353",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"6558",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1021",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5409",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3050",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"5855",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"217",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6554",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7203",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2310",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6772",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5404",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3410",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1858",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"8094",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"856",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3606",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"401",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"392",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6770",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4499",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"947",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"8054",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1157",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"6540",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7204",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2119",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1536",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"409",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6233",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"393",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6759",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2291",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"444",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1080",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"2687",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"6574",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5547",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2358",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"4325",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"6304",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5022",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"408",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"2352",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"390",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3037",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5406",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3035",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3027",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3028",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6307",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"443",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"4327",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"858",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"394",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7197",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5024",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"3042",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5546",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1019",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1859",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4428",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5142",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2072",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"387",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"5545",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6534",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"851",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5027",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"389",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3331",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"3332",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1276",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7205",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"398",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5026",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2574",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1150",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2573",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6563",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3046",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6229",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5115",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3114",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1087",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"3121",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"989",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3327",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4326",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"6545",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1064",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7201",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"347",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1410",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2070",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"130",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1027",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6903",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"7667",FALSE,TRUE,TRUE,FALSE,2,"shared",NA
"3521",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"1155",FALSE,TRUE,TRUE,FALSE,2,"shared",NA
"6232",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"441",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"8295",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"445",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7310",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"230",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"5364",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"261",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4496",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6231",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5695",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3107",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1989",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3381",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"8083",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"3827",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"3376",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3382",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3377",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3380",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3384",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6768",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4498",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"216",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7334",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"7202",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7331",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6818",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6227",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6230",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5025",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6815",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"159",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3605",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2528",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2359",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"855",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5595",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4225",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6225",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"639",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1081",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5016",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"442",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6312",FALSE,TRUE,TRUE,FALSE,2,"shared",NA
"5118",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6642",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5119",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"316",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1161",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7887",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4653",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6164",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7139",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6816",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3385",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7326",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"3038",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"996",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1154",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2488",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2285",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4328",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"6061",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5480",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"158",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"160",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"157",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7328",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"327",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"302",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5135",FALSE,TRUE,TRUE,FALSE,2,"shared",NA
"4831",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4832",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"758",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"7036",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6224",FALSE,TRUE,TRUE,FALSE,2,"shared",NA
"4146",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6266",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1770",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4178",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6817",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5095",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2892",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4429",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"791",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7325",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"6921",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5365",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"266",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1916",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5103",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7160",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6170",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5436",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7200",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5020",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"811",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2322",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"2323",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"3829",FALSE,TRUE,TRUE,FALSE,2,"shared",NA
"395",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2542",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1110",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7173",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1088",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"2546",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6771",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4357",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6774",FALSE,TRUE,TRUE,FALSE,2,"shared",NA
"3785",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"56",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4145",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"6788",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3302",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"857",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6060",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"317",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1860",FALSE,TRUE,TRUE,FALSE,2,"shared",NA
"348",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2536",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"969",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"970",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6500",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6904",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"1116",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2551",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6729",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"968",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3016",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5310",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3480",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6787",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2292",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1379",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"8080",FALSE,TRUE,TRUE,TRUE,3,"shared",NA
"305",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5613",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6812",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2539",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6503",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6767",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2068",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3048",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2066",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"311",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3324",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1378",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1894",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7245",FALSE,TRUE,TRUE,FALSE,2,"shared",NA
"6486",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"312",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7462",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6709",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7997",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6909",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5330",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3607",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6432",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"499",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6738",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5984",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2538",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1902",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7797",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"385",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2527",FALSE,TRUE,FALSE,TRUE,2,"shared",NA
"314",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4287",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"231",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"332",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2522",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6620",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2938",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6910",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2890",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7189",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5983",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1380",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"397",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1900",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5965",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"5968",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"2554",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"6786",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4210",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"7199",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"3762",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4197",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"1906",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
"4364",FALSE,TRUE,FALSE,FALSE,1,"exclusive","L"
